category,size_mb,installs,price,content_rating,reviews,update_days,num_screenshots,has_ads,is_free,rating
Comics,125.45,1000000,0.0,Teen,11142,29,4,0,1,4.5
Food & Drink,85.36,1000,2.99,Mature 17+,18459,398,7,1,0,4.1
Parenting,111.77,50000000,0.0,Everyone 10+,6206,222,5,0,1,4.5
Maps & Navigation,43.43,10000000,0.0,Adults only 18+,1156,318,3,0,1,4.8
Finance,137.93,10000,0.0,Everyone,21221,271,4,0,1,4.2
Travel & Local,191.98,5000000,4.99,Everyone 10+,7540,398,7,0,0,4.4
Communication,92.23,1000000,0.99,Everyone,3666,451,7,1,0,3.8
Weather,105.07,50000,1.99,Mature 17+,882,609,8,1,0,3.4
Medical,48.72,500,9.99,Everyone,12266,343,1,1,0,4.0
Comics,178.48,100,0.0,Everyone 10+,519,381,5,0,1,4.3
Music & Audio,194.26,50000000,1.99,Adults only 18+,18790,376,2,1,0,3.9
Social,157.47,10000000,0.99,Everyone 10+,17675,340,1,1,0,4.2
Communication,109.01,100,0.0,Teen,4680,7,6,1,1,4.5
Business,191.4,100000,1.99,Everyone,7670,273,4,1,0,4.4
Events,31.62,50000000,0.0,Everyone 10+,13276,288,5,0,1,4.8
House & Home,96.22,500,0.0,Mature 17+,38367,717,4,0,1,3.9
Beauty,107.98,100000,1.99,Mature 17+,8811,184,1,0,0,3.9
Business,98.89,100,0.0,Everyone 10+,68493,570,7,0,1,3.8
Personalization,160.68,5000,0.0,Teen,4718,623,5,1,1,4.4
Education,134.41,5000000,4.99,Everyone,8971,186,7,0,0,4.9
House & Home,26.21,10000000,0.0,Teen,1474,643,1,0,1,4.4
Beauty,69.94,5000,9.99,Adults only 18+,9755,601,4,0,0,3.5
Tools,68.48,10000,0.0,Everyone 10+,9223,480,6,1,1,4.3
Comics,113.56,5000000,0.0,Teen,22671,630,5,0,1,4.4
Lifestyle,59.0,100,2.99,Adults only 18+,68038,257,8,0,0,4.4
Shopping,24.34,100000,0.0,Teen,51378,504,7,0,1,4.4
News & Magazines,131.08,10000000,2.99,Adults only 18+,3235,110,7,0,0,4.5
Dating,170.36,500,0.0,Mature 17+,4958,579,7,1,1,3.5
News & Magazines,186.39,50000000,0.99,Mature 17+,3853,148,7,1,0,4.3
Events,194.54,10000000,4.99,Everyone 10+,2673,214,8,1,0,3.9
Dating,156.44,10000000,0.0,Teen,1952,574,5,0,1,4.4
Photography,28.8,500,0.0,Mature 17+,8603,568,7,0,1,4.4
Health & Fitness,170.77,500000,1.99,Everyone,24716,437,7,1,0,4.6
Health & Fitness,80.59,1000000,0.0,Mature 17+,10695,334,5,0,1,4.2
Entertainment,146.25,50000,0.99,Mature 17+,24731,429,4,1,0,4.1
Finance,106.72,10000000,0.0,Teen,38476,96,3,1,1,4.7
Entertainment,165.89,100,0.0,Adults only 18+,5797,658,6,0,1,4.2
Lifestyle,85.68,100,0.0,Everyone,21670,48,4,1,1,4.7
Lifestyle,13.3,10000000,0.0,Everyone,645,278,2,1,1,3.9
Beauty,111.81,100000,9.99,Adults only 18+,7872,203,8,0,0,4.3
Video Players,35.09,500000,0.0,Teen,5512,199,3,0,1,4.5
Art & Design,193.14,1000,1.99,Mature 17+,2751,508,8,0,0,4.1
Finance,105.87,1000000,0.0,Adults only 18+,6923,329,4,1,1,4.5
Books & Reference,111.16,5000,0.0,Everyone,7037,124,2,0,1,3.8
Food & Drink,181.55,5000,4.99,Everyone,19837,200,8,0,0,4.2
News & Magazines,125.29,1000,0.99,Mature 17+,24383,75,8,0,0,4.3
Parenting,61.24,500000,0.0,Mature 17+,12839,157,7,0,1,4.8
Books & Reference,59.92,1000000,9.99,Everyone 10+,12041,134,1,0,0,4.7
Maps & Navigation,100.81,100,0.0,Adults only 18+,1401,312,2,0,1,4.1
Business,173.46,500,0.0,Mature 17+,10275,120,6,0,1,4.8
Medical,159.15,100,0.0,Everyone 10+,3850,12,5,0,1,4.4
Auto & Vehicles,192.59,5000,2.99,Teen,4191,620,6,0,0,3.9
Finance,15.31,5000000,0.0,Everyone,1195,545,3,0,1,4.7
Lifestyle,54.4,100000,0.0,Adults only 18+,12123,120,4,1,1,4.3
Entertainment,16.96,100000,0.0,Teen,10519,83,8,1,1,4.3
Comics,150.46,50000000,4.99,Adults only 18+,2986,693,7,1,0,4.4
Dating,29.03,50000,0.0,Adults only 18+,3663,228,6,1,1,3.9
Events,20.88,10000000,1.99,Mature 17+,17794,186,4,0,0,4.6
Finance,112.77,10000,0.0,Everyone 10+,18897,211,5,0,1,4.8
Education,82.89,10000000,0.0,Adults only 18+,8153,43,8,1,1,4.7
Auto & Vehicles,143.31,5000,0.99,Teen,1936,509,3,0,0,4.3
Dating,97.92,50000000,0.0,Adults only 18+,686,73,8,0,1,4.5
Events,85.64,500000,0.0,Everyone 10+,3801,19,3,0,1,4.0
Entertainment,85.67,100000,1.99,Everyone,15765,165,6,0,0,4.7
News & Magazines,174.5,10000000,0.0,Adults only 18+,11020,267,5,0,1,4.9
Music & Audio,79.65,10000000,1.99,Teen,15195,440,3,1,0,4.3
Dating,67.35,5000000,0.0,Everyone,7658,128,5,1,1,4.1
Tools,68.37,100,0.0,Everyone,16864,453,2,1,1,4.1
Finance,40.12,50000,4.99,Mature 17+,7866,301,6,1,0,4.0
Health & Fitness,172.28,500,2.99,Mature 17+,1053,318,7,1,0,4.4
News & Magazines,30.18,5000,1.99,Adults only 18+,999,654,8,1,0,4.0
Parenting,181.81,10000,0.0,Teen,21370,34,5,1,1,4.4
News & Magazines,57.41,500000,9.99,Mature 17+,11919,98,4,1,0,4.2
Travel & Local,179.99,50000,4.99,Everyone 10+,3928,210,1,1,0,4.3
Music & Audio,158.37,10000000,0.0,Everyone 10+,16985,316,2,0,1,4.2
Photography,116.82,500,4.99,Everyone,1751,320,6,0,0,4.7
Personalization,134.22,10000,2.99,Everyone,12436,710,6,0,0,4.1
Communication,65.84,10000,0.0,Everyone,54661,435,8,1,1,4.4
Education,115.27,50000,0.0,Everyone 10+,1951,256,6,1,1,4.1
Art & Design,59.19,100,2.99,Mature 17+,1837,554,4,1,0,4.2
Shopping,81.05,500000,4.99,Mature 17+,7570,405,2,1,0,4.2
Parenting,153.17,1000,0.0,Adults only 18+,12349,616,4,1,1,4.2
Entertainment,49.54,10000,0.0,Teen,323,454,7,1,1,3.9
Comics,167.93,100000,4.99,Everyone 10+,8310,189,3,1,0,4.5
Lifestyle,75.8,1000,9.99,Everyone,1042,574,5,0,0,3.8
Photography,106.9,5000000,9.99,Teen,3314,388,4,0,0,4.5
Entertainment,188.45,50000,0.0,Everyone,14954,143,4,1,1,4.2
Dating,136.57,10000,1.99,Teen,16113,222,7,1,0,3.7
News & Magazines,129.48,100000,0.0,Teen,15700,440,3,0,1,4.2
Comics,142.61,5000000,0.0,Mature 17+,808,532,7,1,1,3.8
News & Magazines,183.7,10000000,0.0,Adults only 18+,18544,280,1,0,1,4.4
Photography,50.45,1000,9.99,Adults only 18+,6792,248,7,1,0,4.5
Game,123.03,500,0.0,Everyone,7739,116,1,0,1,4.5
Maps & Navigation,80.68,5000,2.99,Everyone 10+,6530,405,5,0,0,4.8
Sports,3.36,1000,9.99,Adults only 18+,23341,255,3,1,0,4.0
Weather,25.93,5000,0.0,Everyone 10+,13672,297,7,1,1,4.3
Finance,65.67,100000,0.0,Everyone,8318,525,7,1,1,4.3
Social,113.43,10000,0.0,Everyone 10+,21570,558,8,1,1,3.6
Entertainment,176.41,5000,0.0,Teen,19639,334,2,0,1,4.1
Weather,158.43,50000,0.0,Teen,61,71,4,0,1,4.0
Shopping,111.11,100000,0.0,Everyone,7821,59,5,0,1,4.2
Productivity,15.7,50000000,2.99,Everyone 10+,518,716,1,1,0,3.8
Events,57.9,10000000,0.0,Everyone 10+,4404,51,2,0,1,4.1
Personalization,73.98,10000,0.0,Everyone,19546,16,6,0,1,4.6
Personalization,124.72,50000000,2.99,Adults only 18+,34600,504,3,1,0,3.8
Tools,13.92,100000,2.99,Mature 17+,3326,51,8,1,0,4.1
Video Players,106.51,1000,0.0,Adults only 18+,260,128,8,0,1,3.8
Communication,180.39,100000,0.0,Mature 17+,6177,170,8,0,1,4.8
Game,141.38,50000000,2.99,Everyone 10+,4898,580,6,0,0,4.6
News & Magazines,159.62,1000,9.99,Mature 17+,13560,633,4,1,0,3.7
Auto & Vehicles,136.65,50000,0.99,Mature 17+,8200,180,6,0,0,4.1
Maps & Navigation,42.11,500000,4.99,Everyone 10+,6107,328,8,1,0,4.4
Game,22.99,50000,0.0,Teen,3129,703,6,1,1,3.7
Music & Audio,166.07,5000000,0.0,Mature 17+,21157,301,4,1,1,4.0
Maps & Navigation,139.41,10000000,2.99,Everyone,3426,251,1,0,0,3.8
Photography,115.44,1000,1.99,Adults only 18+,675,518,6,1,0,3.5
Dating,38.67,50000000,0.99,Everyone 10+,9978,262,7,0,0,4.7
Travel & Local,121.07,10000,0.0,Everyone 10+,4581,91,1,1,1,4.4
Entertainment,7.23,1000000,0.0,Mature 17+,14956,194,5,0,1,4.4
Personalization,24.65,500000,0.0,Teen,1012,329,6,0,1,4.5
Events,63.07,50000,0.0,Teen,40686,64,8,0,1,5.0
Auto & Vehicles,89.3,1000000,9.99,Adults only 18+,2482,294,8,0,0,4.0
Shopping,24.99,500,0.0,Adults only 18+,5300,226,6,1,1,4.2
Game,24.87,10000000,9.99,Teen,7869,445,8,0,0,3.8
Food & Drink,145.45,1000000,1.99,Teen,26500,334,4,1,0,4.1
Productivity,114.37,5000000,0.0,Teen,15385,63,4,1,1,4.6
Books & Reference,107.21,5000000,0.0,Mature 17+,1877,497,6,1,1,4.5
Medical,91.03,50000,0.0,Everyone,6928,583,6,1,1,4.5
Maps & Navigation,195.33,1000000,0.0,Adults only 18+,9395,532,7,1,1,3.6
Travel & Local,10.91,50000000,0.0,Everyone 10+,14533,459,4,0,1,4.2
Medical,36.94,5000,0.0,Teen,10178,333,4,1,1,4.3
Personalization,129.85,10000,9.99,Teen,7335,245,2,0,0,4.2
Libraries & Demo,28.14,500,4.99,Everyone,17406,64,3,0,0,4.3
Art & Design,118.29,1000,0.0,Teen,5699,266,2,0,1,4.0
Finance,113.98,100,0.0,Adults only 18+,52274,162,6,0,1,4.7
Photography,194.23,5000,0.0,Teen,35428,45,3,1,1,4.3
Dating,176.79,50000000,0.0,Everyone,14747,25,2,1,1,3.9
Maps & Navigation,189.17,500,9.99,Mature 17+,25707,300,5,1,0,3.9
Business,23.61,50000000,9.99,Adults only 18+,5994,225,3,0,0,5.0
Shopping,173.76,500,1.99,Mature 17+,10452,74,4,0,0,4.5
Travel & Local,26.69,100,2.99,Everyone 10+,3820,116,8,1,0,4.3
Food & Drink,126.95,5000000,0.0,Everyone,26021,152,3,1,1,4.5
Medical,144.3,50000000,9.99,Everyone 10+,7642,581,4,0,0,4.2
Tools,33.01,500,0.0,Everyone 10+,9218,714,5,1,1,3.9
Beauty,126.9,5000,0.0,Everyone 10+,23991,91,8,0,1,4.3
Shopping,11.44,50000,0.0,Everyone 10+,19151,562,7,0,1,4.4
Finance,59.36,50000000,0.0,Everyone,4659,289,6,1,1,4.2
Auto & Vehicles,184.31,100000,0.0,Mature 17+,1098,92,7,1,1,4.3
Events,35.17,100000,4.99,Teen,2122,387,3,0,0,3.9
Sports,13.99,100000,4.99,Everyone 10+,4970,415,1,0,0,4.0
Maps & Navigation,89.29,5000,0.99,Teen,4371,541,4,1,0,4.0
Food & Drink,170.27,50000000,1.99,Teen,469,172,3,1,0,4.6
Parenting,16.26,10000,2.99,Everyone 10+,6789,685,8,1,0,3.7
Finance,71.75,10000000,1.99,Adults only 18+,1343,372,2,1,0,3.9
Auto & Vehicles,180.06,50000000,0.0,Teen,2995,498,7,0,1,4.4
Communication,24.51,1000,0.0,Adults only 18+,18585,236,3,0,1,4.2
Shopping,62.82,100,9.99,Mature 17+,8196,42,4,0,0,3.6
Shopping,155.91,500000,4.99,Teen,5601,149,1,0,0,4.7
Photography,109.1,5000000,0.0,Everyone,2461,725,1,0,1,3.9
Finance,166.63,10000000,0.0,Mature 17+,24144,687,8,1,1,4.4
Libraries & Demo,23.21,100000,0.0,Mature 17+,28082,611,7,0,1,4.6
Personalization,184.19,1000000,1.99,Adults only 18+,8775,478,2,0,0,3.9
Education,187.05,5000000,0.0,Everyone 10+,30501,120,5,1,1,4.7
Weather,31.91,5000,0.0,Everyone,7501,529,1,0,1,4.3
House & Home,7.74,50000000,0.0,Everyone,1361,541,6,1,1,3.7
Food & Drink,197.98,50000000,0.0,Adults only 18+,206,48,5,1,1,4.2
Business,96.97,10000,4.99,Adults only 18+,1649,386,4,0,0,4.2
Events,114.84,10000,0.0,Mature 17+,11695,128,3,0,1,4.6
Entertainment,123.57,100000,0.99,Adults only 18+,4644,502,5,0,0,3.7
Food & Drink,158.14,1000000,2.99,Everyone 10+,12540,447,6,0,0,4.3
House & Home,162.59,500000,0.0,Mature 17+,8511,580,8,1,1,4.4
Communication,39.59,100000,1.99,Mature 17+,4860,39,8,1,0,4.4
Sports,48.09,100,0.0,Mature 17+,2961,473,4,1,1,4.1
Weather,175.49,50000000,0.0,Everyone,1014,133,4,0,1,4.6
House & Home,164.08,5000000,0.99,Everyone,18301,119,7,1,0,4.1
News & Magazines,123.91,50000,0.0,Mature 17+,20511,324,4,0,1,4.6
Comics,198.95,5000000,1.99,Everyone 10+,9356,52,8,1,0,4.6
Art & Design,147.3,1000000,0.0,Teen,2051,136,8,1,1,4.2
Books & Reference,43.95,100000,0.0,Mature 17+,3671,404,6,0,1,4.3
Events,169.48,100,0.0,Adults only 18+,37252,169,2,1,1,4.3
Shopping,83.53,1000000,1.99,Teen,3073,582,6,0,0,4.5
Personalization,8.19,1000,0.0,Everyone,702,548,2,1,1,3.8
Tools,64.96,1000000,4.99,Everyone,9583,517,5,1,0,4.2
News & Magazines,152.95,5000,0.0,Teen,3644,360,4,0,1,4.5
Social,192.08,1000000,0.0,Adults only 18+,37881,660,5,1,1,3.9
Food & Drink,55.95,500000,9.99,Everyone,10261,237,1,1,0,4.5
Personalization,50.06,100000,0.0,Everyone,40512,68,5,1,1,4.2
Libraries & Demo,113.16,5000,0.0,Mature 17+,18478,150,3,0,1,4.3
Travel & Local,162.53,1000000,0.0,Everyone 10+,15409,481,4,0,1,4.5
Books & Reference,149.56,5000,0.0,Adults only 18+,21289,415,8,0,1,4.7
Libraries & Demo,112.43,100,0.0,Mature 17+,11143,221,5,0,1,4.3
Video Players,126.65,50000,4.99,Everyone 10+,134,261,2,1,0,3.3
Productivity,49.18,5000,0.0,Everyone,5980,266,3,1,1,4.1
Finance,87.08,5000000,0.0,Everyone 10+,2966,459,5,0,1,4.3
Shopping,51.82,1000,1.99,Everyone,6837,626,5,0,0,4.0
Game,177.0,50000000,0.0,Mature 17+,7631,677,7,1,1,4.4
Sports,23.4,10000,0.0,Everyone,1641,56,5,0,1,4.1
Education,136.27,1000,0.0,Everyone 10+,285,408,8,0,1,4.2
Finance,52.8,10000000,0.0,Mature 17+,1785,469,6,0,1,4.3
Business,95.64,1000000,2.99,Everyone 10+,23375,243,6,0,0,4.4
Sports,60.58,50000000,0.0,Everyone 10+,16920,514,6,1,1,4.1
Business,65.33,50000,0.0,Teen,19247,655,2,1,1,4.1
Food & Drink,52.82,1000,0.0,Everyone,3881,169,5,0,1,4.2
Health & Fitness,150.81,10000,9.99,Everyone,3232,575,6,0,0,4.1
Events,73.78,500000,0.0,Everyone 10+,457,433,1,1,1,3.8
Books & Reference,145.55,500000,0.0,Everyone,7670,666,8,1,1,4.0
Game,91.76,50000,0.0,Adults only 18+,5783,578,1,0,1,3.7
Communication,109.9,10000,0.0,Everyone,21686,285,1,1,1,3.9
Dating,109.11,10000,0.0,Mature 17+,13743,454,5,1,1,3.6
Entertainment,195.19,100,0.0,Everyone,1870,188,3,1,1,4.4
House & Home,74.05,500,0.0,Adults only 18+,52258,705,7,1,1,4.2
House & Home,42.33,50000000,2.99,Everyone 10+,17670,296,7,1,0,4.4
Business,182.45,10000000,0.0,Everyone,15286,523,8,1,1,4.6
Tools,35.79,5000,2.99,Mature 17+,2930,692,2,0,0,4.0
Medical,167.05,50000,0.0,Adults only 18+,28266,382,1,1,1,4.5
Entertainment,30.89,10000000,0.0,Teen,7708,343,1,1,1,4.3
Finance,132.09,100000,0.0,Everyone 10+,4240,602,6,0,1,4.7
Books & Reference,30.96,100,2.99,Everyone 10+,12765,223,3,0,0,4.8
Video Players,184.69,500000,0.0,Everyone 10+,2855,335,8,0,1,4.9
Maps & Navigation,113.44,50000000,0.99,Adults only 18+,28575,457,1,0,0,3.5
Libraries & Demo,66.53,100,0.0,Everyone,23118,448,2,0,1,4.0
Productivity,28.92,1000000,2.99,Everyone,7504,615,3,0,0,4.0
Personalization,74.87,5000,0.0,Everyone,2538,337,4,0,1,4.6
Finance,141.3,50000000,1.99,Everyone,8234,355,2,0,0,4.2
Beauty,77.61,100000,4.99,Everyone 10+,1938,356,2,0,0,4.0
Education,49.97,10000000,0.0,Teen,3774,232,5,1,1,4.4
Maps & Navigation,115.9,50000,0.99,Everyone 10+,7910,267,4,0,0,4.2
Health & Fitness,84.15,1000000,0.0,Teen,256,190,4,0,1,4.4
Books & Reference,34.0,500,1.99,Teen,17415,48,7,1,0,4.4
Tools,31.64,10000000,1.99,Everyone,2632,284,3,1,0,4.1
House & Home,141.78,100000,0.0,Mature 17+,24174,55,1,0,1,4.4
Sports,194.96,10000000,9.99,Adults only 18+,270,339,4,0,0,4.0
Libraries & Demo,47.39,10000,9.99,Mature 17+,9115,119,3,1,0,4.2
Finance,154.86,100000,0.0,Teen,17988,2,4,0,1,4.0
Business,18.43,100,4.99,Mature 17+,3261,224,6,0,0,3.7
Art & Design,76.93,10000000,0.0,Teen,14754,203,2,0,1,4.2
Weather,101.83,10000000,2.99,Everyone 10+,15313,656,6,0,0,4.5
Shopping,54.48,5000000,1.99,Everyone 10+,12188,11,4,0,0,4.1
Lifestyle,106.39,1000000,0.99,Everyone,5435,259,1,0,0,4.5
Social,176.64,100,4.99,Adults only 18+,18449,298,3,0,0,3.9
Photography,188.94,10000,0.0,Everyone 10+,11880,669,1,0,1,3.8
Shopping,21.01,500000,0.0,Adults only 18+,10711,197,5,1,1,4.5
Personalization,55.1,100,9.99,Everyone,20522,604,1,1,0,3.6
Parenting,195.85,100000,0.0,Adults only 18+,3367,415,1,0,1,4.1
Books & Reference,54.81,500,2.99,Everyone 10+,3175,333,3,0,0,3.9
Education,138.85,100000,0.0,Everyone 10+,5862,153,6,0,1,4.9
Books & Reference,51.44,100000,0.0,Mature 17+,911,376,2,0,1,4.4
Communication,71.92,1000000,0.0,Mature 17+,4939,134,6,0,1,4.8
Personalization,39.06,50000,0.99,Mature 17+,6256,116,4,0,0,4.7
Auto & Vehicles,171.4,5000,0.0,Adults only 18+,8200,67,4,1,1,4.4
Photography,176.65,100000,0.0,Everyone 10+,3517,662,7,1,1,4.1
Video Players,60.09,100000,0.0,Everyone,28482,256,3,1,1,3.8
Video Players,164.89,5000,0.0,Teen,4027,553,3,0,1,4.1
Photography,72.29,500,0.0,Everyone 10+,22890,693,6,0,1,3.7
Shopping,20.7,10000000,0.0,Mature 17+,7064,188,7,0,1,4.3
Libraries & Demo,151.86,1000000,0.0,Mature 17+,15197,39,2,1,1,4.5
Food & Drink,119.69,500000,0.99,Adults only 18+,1411,480,2,1,0,3.6
House & Home,55.6,10000,0.99,Mature 17+,9440,327,5,1,0,4.2
Social,51.35,10000,0.0,Adults only 18+,38877,729,4,0,1,4.0
Books & Reference,195.15,100,0.0,Everyone,13168,130,4,1,1,4.0
Libraries & Demo,172.64,10000000,1.99,Mature 17+,20597,626,7,1,0,4.1
Travel & Local,162.15,1000000,0.0,Adults only 18+,3631,63,5,1,1,4.4
Travel & Local,26.48,10000000,0.0,Mature 17+,19323,97,3,1,1,4.4
Beauty,151.28,5000000,9.99,Adults only 18+,5193,412,7,0,0,4.2
Parenting,43.69,10000000,9.99,Everyone 10+,7965,530,4,0,0,4.4
Parenting,195.5,500000,0.0,Adults only 18+,2498,446,1,0,1,4.1
Finance,11.37,10000,0.0,Teen,7979,717,3,1,1,3.7
News & Magazines,71.08,5000000,2.99,Everyone,8701,725,7,1,0,4.1
Books & Reference,86.3,50000,0.0,Everyone 10+,11685,609,3,1,1,3.7
Video Players,165.02,50000000,0.0,Everyone,24357,236,2,0,1,4.5
Video Players,153.48,5000000,0.0,Everyone 10+,4364,680,8,0,1,4.6
Personalization,75.62,10000000,0.99,Mature 17+,49725,572,6,0,0,4.2
Music & Audio,113.55,5000000,0.0,Adults only 18+,22582,85,7,0,1,4.9
House & Home,167.28,500000,0.0,Mature 17+,6189,355,5,1,1,4.4
Personalization,4.62,50000,1.99,Everyone,3084,402,6,1,0,3.7
Sports,160.63,5000000,0.99,Everyone,890,166,6,0,0,4.3
Libraries & Demo,189.43,5000,2.99,Everyone 10+,3205,228,3,1,0,4.2
News & Magazines,7.38,1000,9.99,Everyone,25904,367,2,0,0,4.0
House & Home,10.07,100000,0.99,Adults only 18+,4144,410,1,0,0,4.0
Lifestyle,69.56,500,2.99,Everyone,1782,60,1,0,0,3.9
Food & Drink,18.47,100000,0.0,Mature 17+,275,164,4,0,1,4.3
Medical,96.38,100,0.0,Adults only 18+,4240,230,8,0,1,4.0
Travel & Local,146.01,5000000,0.0,Everyone,2922,594,5,0,1,4.0
Maps & Navigation,113.81,10000,0.0,Teen,1294,157,5,1,1,3.9
Health & Fitness,40.09,1000000,0.0,Teen,36212,703,2,0,1,4.0
Music & Audio,131.31,100,0.0,Mature 17+,3738,374,4,1,1,3.5
Medical,137.29,500000,0.0,Everyone 10+,74,242,6,0,1,4.1
Communication,186.56,1000000,0.99,Everyone 10+,34648,168,5,0,0,4.3
Books & Reference,30.21,1000000,1.99,Everyone,10368,121,4,0,0,4.8
Auto & Vehicles,138.77,500000,1.99,Adults only 18+,1037,2,2,0,0,4.5
Business,182.37,5000,2.99,Everyone 10+,383,118,4,1,0,4.0
Entertainment,100.81,100000,0.0,Teen,1369,648,7,0,1,4.7
Weather,73.0,100,0.0,Everyone 10+,10743,639,3,1,1,3.9
Food & Drink,34.98,100000,9.99,Teen,766,507,3,0,0,4.2
Business,173.49,50000,0.0,Everyone 10+,10076,374,3,0,1,4.2
Entertainment,79.46,10000,9.99,Mature 17+,12685,108,3,1,0,4.3
Entertainment,185.05,100,0.0,Adults only 18+,1916,299,8,1,1,3.8
Social,169.7,500000,0.99,Everyone,8043,433,1,1,0,3.3
News & Magazines,75.95,5000000,0.0,Teen,39851,112,6,1,1,4.5
Dating,115.21,100,0.0,Everyone 10+,21730,406,1,0,1,4.3
Art & Design,6.41,100,0.0,Everyone,15421,500,5,1,1,3.6
Sports,53.38,1000,2.99,Teen,8751,675,1,1,0,3.5
Health & Fitness,142.34,500000,0.0,Teen,6016,19,6,1,1,4.6
News & Magazines,135.9,500000,4.99,Mature 17+,7205,20,7,0,0,4.6
Travel & Local,71.32,100000,1.99,Everyone 10+,17358,561,4,1,0,4.3
News & Magazines,161.91,10000,2.99,Everyone,9697,506,4,0,0,4.4
Education,47.93,500000,0.0,Everyone 10+,17360,154,1,1,1,4.5
Lifestyle,92.79,500,0.0,Everyone 10+,42028,515,4,0,1,3.9
Business,95.03,500000,0.0,Adults only 18+,12277,478,6,1,1,4.5
Video Players,68.82,50000000,2.99,Teen,11089,384,5,1,0,4.1
Medical,190.98,10000000,0.99,Teen,6254,681,2,0,0,4.0
Game,139.64,500,1.99,Adults only 18+,2629,198,1,0,0,4.2
Food & Drink,108.3,5000000,0.0,Adults only 18+,5625,179,3,0,1,4.4
Health & Fitness,102.59,10000,0.0,Everyone 10+,8810,615,4,0,1,4.4
Game,32.7,10000000,0.99,Teen,426,528,4,1,0,4.0
Tools,75.07,5000,0.0,Everyone,7751,47,2,1,1,4.2
Entertainment,134.88,100,0.0,Mature 17+,23779,558,8,1,1,4.1
Video Players,184.99,10000,0.0,Adults only 18+,45073,612,5,1,1,4.5
Comics,163.48,100000,2.99,Everyone,23218,183,7,1,0,4.0
Art & Design,60.78,100,0.0,Everyone,2265,354,4,1,1,4.0
Communication,87.36,500,0.99,Everyone 10+,2021,487,3,1,0,3.9
Social,17.5,50000000,0.0,Adults only 18+,5997,216,2,0,1,3.8
News & Magazines,21.33,1000000,0.0,Everyone,3065,423,7,0,1,4.2
Sports,94.58,50000000,2.99,Mature 17+,13524,646,8,1,0,3.9
Libraries & Demo,106.51,10000,0.0,Everyone,1060,9,4,1,1,4.4
Personalization,53.54,100000,0.0,Mature 17+,7038,213,6,0,1,4.5
Music & Audio,128.91,500,0.0,Mature 17+,3948,139,6,1,1,4.1
Productivity,140.97,100000,0.0,Mature 17+,10858,321,3,0,1,4.3
Sports,60.52,100000,2.99,Adults only 18+,19138,91,7,1,0,4.6
Business,151.93,100000,0.0,Mature 17+,30855,315,6,0,1,4.4
News & Magazines,41.92,10000,0.0,Adults only 18+,39842,112,4,0,1,4.6
Maps & Navigation,109.31,1000000,0.0,Everyone,5191,113,3,0,1,4.2
Comics,161.05,500,1.99,Mature 17+,23243,710,6,0,0,4.3
Tools,107.86,5000,0.0,Teen,10757,374,7,0,1,4.6
Medical,181.68,500,0.0,Everyone,14142,263,2,0,1,3.9
Game,12.64,500000,0.0,Teen,22856,368,8,0,1,4.3
Art & Design,118.07,50000000,0.0,Teen,1673,378,7,0,1,4.2
Beauty,112.79,10000000,1.99,Everyone 10+,35342,674,7,1,0,4.3
News & Magazines,132.41,100,0.0,Adults only 18+,9513,596,5,0,1,4.1
Beauty,166.85,1000000,0.0,Everyone 10+,4914,557,1,0,1,4.3
Productivity,145.44,50000000,0.0,Adults only 18+,4963,45,8,1,1,4.3
Music & Audio,158.27,10000,0.99,Everyone 10+,16684,271,6,1,0,4.1
News & Magazines,58.47,10000000,0.0,Everyone,13623,495,1,1,1,4.1
Personalization,78.11,50000000,4.99,Teen,15689,722,5,1,0,3.8
Comics,125.73,1000,0.99,Everyone,3500,686,4,1,0,3.5
Food & Drink,111.14,50000000,0.0,Adults only 18+,2239,247,2,1,1,3.7
Personalization,192.26,10000000,2.99,Teen,15356,174,8,0,0,4.8
Education,38.18,5000,0.0,Teen,4254,36,3,1,1,4.1
Lifestyle,70.9,100,0.0,Adults only 18+,3019,302,7,1,1,4.0
Auto & Vehicles,114.98,1000,2.99,Everyone,2899,158,2,1,0,4.3
Medical,173.72,10000000,4.99,Teen,1928,651,5,1,0,4.0
Medical,185.94,500000,0.0,Everyone,6679,33,4,1,1,4.7
Communication,67.87,50000000,0.0,Everyone,3629,382,4,0,1,4.3
Music & Audio,14.35,500,0.0,Everyone,26917,424,7,1,1,4.3
Education,84.9,500,0.0,Teen,14021,683,8,0,1,4.3
Lifestyle,79.47,1000000,0.0,Mature 17+,16344,622,5,0,1,4.0
Social,197.31,10000,0.0,Everyone 10+,6202,679,2,0,1,4.3
Auto & Vehicles,86.78,10000,0.0,Adults only 18+,11002,637,8,0,1,4.5
Medical,61.84,100,0.0,Everyone,8337,726,1,1,1,3.9
Lifestyle,73.71,50000,0.0,Teen,2199,295,2,0,1,4.0
Business,79.99,500000,2.99,Adults only 18+,588,693,8,1,0,3.7
Maps & Navigation,164.49,50000,0.0,Mature 17+,13806,595,8,0,1,4.2
Communication,17.12,100000,0.99,Mature 17+,1550,415,6,1,0,3.8
Lifestyle,63.98,5000,0.0,Teen,709,319,4,1,1,4.0
Books & Reference,193.3,500,0.0,Everyone,6998,25,8,1,1,4.6
Productivity,31.47,100,0.0,Mature 17+,16074,553,4,0,1,4.0
Business,148.78,50000000,2.99,Mature 17+,17577,434,7,1,0,4.6
Travel & Local,71.92,50000,0.0,Mature 17+,24807,59,6,0,1,4.3
